state_name,date,lat,lon,state_abbrev,month_y,chip_x,chip_change
Wyoming,2018-01-01,44.0407,-72.7093,WY,2017-06,4767.0,11.80%
Wyoming,2018-02-01,44.0407,-72.7093,WY,2017-06,4824.0,13.13%
Wyoming,2018-03-01,44.0407,-72.7093,WY,2017-06,4714.0,10.55%
Wyoming,2018-04-01,44.0407,-72.7093,WY,2017-06,4488.0,5.25%
Wyoming,2018-05-01,44.0407,-72.7093,WY,2017-06,4507.0,5.70%
Wyoming,2018-06-01,44.0407,-72.7093,WY,2017-06,4471.0,4.85%
Wyoming,2018-07-01,44.0407,-72.7093,WY,2017-06,4455.0,4.48%
Wyoming,2018-08-01,44.0407,-72.7093,WY,2017-06,4622.0,8.40%
Wyoming,2018-09-01,44.0407,-72.7093,WY,2017-06,4614.0,8.21%
Wyoming,2018-10-01,44.0407,-72.7093,WY,2017-06,4597.0,7.81%
Wyoming,2018-11-01,44.0407,-72.7093,WY,2017-06,4694.0,10.08%
Wyoming,2018-12-01,44.0407,-72.7093,WY,2017-06,4618.0,8.30%
Wyoming,2019-01-01,44.0407,-72.7093,WY,2017-06,4641.0,8.84%
Wyoming,2019-02-01,44.0407,-72.7093,WY,2017-06,4712.0,10.51%
Wyoming,2019-03-01,44.0407,-72.7093,WY,2017-06,4673.0,9.59%
Wyoming,2019-04-01,44.0407,-72.7093,WY,2017-06,4311.0,1.10%
Wyoming,2019-05-01,44.0407,-72.7093,WY,2017-06,4263.0,-0.02%
